"id_policy";"premium"
"A00000001-V01";73,406949883523
"A00000002-V01";222,015901208798
"A00000003-V01";177,24636360541
"A00000004-V01";86,2250262623442
"A00000005-V01";94,6447589612996
"A00000006-V01";28,2538099493613
"A00000007-V01";126,651929878731
"A00000008-V01";98,7407183952137
"A00000009-V01";152,390569024789
"A00000010-V01";114,611687689195
"A00000011-V01";135,99467979271
"A00000012-V01";83,7159626893024
"A00000013-V01";82,0592919631506
"A00000014-V01";101,645676983482
"A00000015-V01";134,673095322658
"A00000016-V01";149,380348005255
"A00000017-V01";128,724815465484
"A00000018-V01";19,6300289370845
"A00000019-V01";102,55705378189
"A00000020-V01";35,9731159034149
"A00000021-V01";91,5643954500363
"A00000022-V01";33,0447329567521
"A00000023-V01";100,112297722616
"A00000024-V01";231,652179273625
"A00000025-V01";154,621238398221
"A00000026-V01";186,342000243556
"A00000027-V01";98,4073098277692
"A00000028-V01";27,6453237653856
"A00000029-V01";37,3221079673711
"A00000030-V01";260,819424393896
"A00000031-V01";154,953986355688
"A00000032-V01";179,283038389105
"A00000033-V01";186,319783469465
"A00000034-V01";69,600119158778
"A00000035-V01";96,8331811143758
"A00000036-V01";34,0042016010217
"A00000037-V01";55,2080920386814
"A00000038-V01";132,311397669485
"A00000039-V01";136,845877006229
"A00000040-V01";197,477998671447
"A00000041-V01";120,440108147603
"A00000042-V01";38,9880366083115
"A00000042-V02";17,5507225204982
"A00000042-V03";14,1727485287585
"A00000043-V01";121,503375898401
"A00000043-V02";30,9901240643914
"A00000044-V01";34,9418499704163
"A00000045-V01";21,7826685436959
"A00000046-V01";41,8342164027159
"A00000047-V01";45,2092285099381
"A00000048-V01";20,3317610901748
"A00000049-V01";22,9009019308849
"A00000050-V01";115,42682701481
"A00000051-V01";17,7408195920717
"A00000052-V01";25,5394535379472
"A00000052-V02";174,17751839621
"A00000053-V01";102,921609366384
"A00000054-V01";26,0140326214647
"A00000055-V01";93,7939116522235
"A00000056-V01";102,082534356367
"A00000057-V01";159,210373488627
"A00000058-V01";32,9778216498842
"A00000059-V01";137,816848343006
"A00000060-V01";98,0829762487732
"A00000061-V01";176,71222021916
"A00000062-V01";78,0224556284684
"A00000063-V01";24,9570027042972
"A00000064-V01";206,310915294962
"A00000065-V01";130,371180781002
"A00000066-V01";119,580994122593
"A00000067-V01";109,932801195289
"A00000068-V01";129,505997567124
"A00000069-V01";24,7390130479717
"A00000069-V02";25,8328673211356
"A00000070-V01";146,959988432133
"A00000071-V01";84,5165829269396
"A00000072-V01";238,948984752225
"A00000073-V01";40,033366369094
"A00000074-V01";273,618081011231
"A00000075-V01";14,7991148382999
"A00000076-V01";124,011231704838
"A00000077-V01";118,299466200918
"A00000078-V01";79,6074285974223
"A00000079-V01";68,4769075898326
"A00000080-V01";109,049626275985
"A00000081-V01";68,0296011734213
"A00000082-V01";29,2545997726722
"A00000083-V01";115,314797703297
"A00000084-V01";26,205019679248
"A00000084-V02";18,500943043039
"A00000085-V01";161,134848172502
"A00000086-V01";57,3599083225086
"A00000087-V01";35,9075881312155
"A00000088-V01";127,231925328487
"A00000089-V01";85,7640801370696
"A00000090-V01";49,7731533291823
"A00000090-V02";37,5430296329195
"A00000091-V01";134,000142607566
"A00000092-V01";226,695158033305
"A00000093-V01";120,31803127124
"A00000094-V01";83,846477326535
"A00000095-V01";110,789908913596
"A00000096-V01";128,97094684258
"A00000097-V01";52,5495938965375
"A00000098-V01";13,6801367072908
"A00000099-V01";88,3036066843446
"A00000100-V01";64,6404255360893
"A00000101-V01";36,4015629968344
"A00000102-V01";94,211855967738
"A00000103-V01";194,284618594497
"A00000104-V01";179,837919553024
"A00000105-V01";123,95737565161
"A00000106-V01";36,8890801893475
"A00000107-V01";156,717078003874
"A00000108-V01";21,7166411781495
"A00000109-V01";151,608142398526
"A00000110-V01";161,694027436316
"A00000110-V02";89,464121196773
"A00000111-V01";75,0306230534874
"A00000111-V02";46,885106824462
"A00000112-V01";138,10021300396
