"id_policy";"premium"
"A00000001-V01";"69.7730136997532"
"A00000002-V01";"211.025230460932"
"A00000003-V01";"168.471963154644"
"A00000004-V01";"81.9565442810276"
"A00000005-V01";"89.9594667002893"
"A00000006-V01";"45.4471496850936"
"A00000007-V01";"332.748624044719"
"A00000008-V01";"93.8526598400342"
"A00000009-V01";"190.652828353466"
"A00000010-V01";"184.356535823227"
"A00000011-V01";"218.751757019424"
"A00000012-V01";"79.5716893410909"
"A00000013-V01";"77.9970304095432"
"A00000014-V01";"96.6138114162553"
"A00000015-V01";"128.006241096324"
"A00000016-V01";"186.886800343885"
"A00000017-V01";"122.352424766628"
"A00000018-V01";"18.6582643758801"
"A00000019-V01";"97.4800714358017"
"A00000020-V01";"34.1923034908056"
"A00000021-V01";"87.0315934428849"
"A00000022-V01";"31.4088871551613"
"A00000023-V01";"161.033807053737"
"A00000024-V01";"220.184474408523"
"A00000025-V01";"406.231506889485"
"A00000026-V01";"233.128792777834"
"A00000027-V01";"93.5357563236664"
"A00000028-V01";"26.2767702087745"
"A00000029-V01";"35.474515078518"
"A00000030-V01";"247.907824807768"
"A00000031-V01";"147.283147303925"
"A00000032-V01";"170.407814430446"
"A00000033-V01";"177.096212622615"
"A00000034-V01";"66.1546362473222"
"A00000035-V01";"92.0395532467228"
"A00000036-V01";"54.6968370939533"
"A00000037-V01";"52.4750717508941"
"A00000038-V01";"125.761456876696"
"A00000039-V01";"130.071461438743"
"A00000040-V01";"247.060820267486"
"A00000041-V01";"114.477843434668"
"A00000042-V01";"37.0579736212253"
"A00000042-V02";"16.6818919026924"
"A00000042-V03";"13.4711410681046"
"A00000043-V01";"115.488475199925"
"A00000043-V02";"29.4559895804522"
"A00000044-V01";"33.2120893259973"
"A00000045-V01";"20.7043397543156"
"A00000046-V01";"39.7632561878221"
"A00000047-V01";"42.9711917629644"
"A00000048-V01";"19.3252579944518"
"A00000049-V01";"21.7672161381956"
"A00000050-V01";"109.71273967114"
"A00000051-V01";"16.8625784126241"
"A00000052-V01";"24.2751489390977"
"A00000052-V02";"165.555037997508"
"A00000053-V01";"97.8265800679075"
"A00000054-V01";"24.7262344691248"
"A00000055-V01";"89.1507397194413"
"A00000056-V01";"127.713440700948"
"A00000057-V01";"151.328826333081"
"A00000058-V01";"31.3452882242947"
"A00000059-V01";"130.994365829818"
"A00000060-V01";"93.2274785476998"
"A00000061-V01";"167.96426199194"
"A00000062-V01";"74.1600335403044"
"A00000063-V01";"23.7215317399064"
"A00000064-V01";"196.097703856718"
"A00000065-V01";"123.917288446385"
"A00000066-V01";"113.661258973227"
"A00000067-V01";"104.490689996273"
"A00000068-V01";"123.09493524508"
"A00000069-V01";"23.5143334391823"
"A00000069-V02";"24.5540375722119"
"A00000070-V01";"183.858736329156"
"A00000071-V01";"80.3326756904434"
"A00000072-V01";"298.944351128385"
"A00000073-V01";"38.0515553983671"
"A00000074-V01";"260.072896983042"
"A00000075-V01";"14.0664997523442"
"A00000076-V01";"155.148000453219"
"A00000077-V01";"112.443171784241"
"A00000078-V01";"75.6665440389974"
"A00000079-V01";"65.0870281214962"
"A00000080-V01";"103.651235750569"
"A00000081-V01";"64.6618651530065"
"A00000082-V01";"27.8063806486751"
"A00000083-V01";"109.606256256431"
"A00000084-V01";"24.9077669074066"
"A00000084-V02";"17.5850727274266"
"A00000085-V01";"153.158031860567"
"A00000086-V01";"54.5203645643001"
"A00000087-V01";"34.130019604135"
"A00000088-V01";"120.933438633215"
"A00000089-V01";"81.5184168235502"
"A00000090-V01";"47.3091841389322"
"A00000090-V02";"35.6845002423389"
"A00000091-V01";"127.366602219025"
"A00000092-V01";"283.613830761764"
"A00000093-V01";"114.361809849559"
"A00000094-V01";"220.287207531028"
"A00000095-V01";"105.305367471178"
"A00000096-V01";"122.586371660939"
"A00000097-V01";"49.9481798477854"
"A00000098-V01";"13.0029154924274"
"A00000099-V01";"83.9322266992508"
"A00000100-V01";"61.4404671988665"
"A00000101-V01";"34.599540747853"
"A00000102-V01";"89.5479941278917"
"A00000103-V01";"234.063214264126"
"A00000104-V01";"170.935226768286"
"A00000105-V01";"117.820992198268"
"A00000106-V01";"59.3372558290531"
"A00000107-V01";"196.065638208024"
"A00000108-V01";"20.641581006157"
"A00000109-V01";"144.102935939324"
"A00000110-V01";"153.689529525251"
"A00000110-V02";"85.0352911243892"
"A00000111-V01";"71.3163085854773"
"A00000111-V02";"44.5641074308123"
"A00000112-V01";"131.263702812245"
"A00000113-V01";"72.0547749401082"
"A00000114-V01";"176.354107821076"
"A00000115-V01";"19.0667164715774"
"A00000116-V01";"98.4667905239823"
"A00000117-V01";"122.555159286575"
"A00000118-V01";"23.7397672663245"
"A00000119-V01";"141.68975667386"
"A00000120-V01";"29.0327800544861"
"A00000121-V01";"113.418623359671"
"A00000122-V01";"81.8401192210219"
"A00000123-V01";"92.5299563595935"
"A00000124-V01";"63.1139557777968"
"A00000125-V01";"262.414207694673"
"A00000126-V01";"104.514057986328"
"A00000127-V01";"116.392382291111"
"A00000128-V01";"212.1493902999"
"A00000129-V01";"182.693195947857"
"A00000130-V01";"53.059079142005"
"A00000131-V01";"140.151942613812"
"A00000132-V01";"175.777463382786"
"A00000133-V01";"144.533838456507"
"A00000134-V01";"88.8125233957046"
"A00000135-V01";"155.225773631746"
"A00000136-V01";"103.53038976447"
"A00000137-V01";"233.637223012579"
"A00000138-V01";"242.349629040111"
"A00000139-V01";"69.412646072286"
"A00000140-V01";"208.263595651082"
"A00000141-V01";"32.7002476072865"
"A00000142-V01";"339.030191119553"
"A00000143-V01";"26.2102081450627"
"A00000144-V01";"59.202500961941"
"A00000145-V01";"42.5893835598356"
"A00000146-V01";"76.6584633936319"
"A00000147-V01";"119.548996150539"
"A00000148-V01";"42.374446830748"
"A00000149-V01";"119.661708122534"
"A00000150-V01";"65.8753047732079"
"A00000151-V01";"164.550294656465"
"A00000152-V01";"201.285415251342"
"A00000153-V01";"133.003432133056"
"A00000154-V01";"150.308691398327"
"A00000155-V01";"206.057088189479"
"A00000156-V01";"49.9571128536106"
"A00000157-V01";"130.190886647092"
"A00000158-V01";"196.268811223401"
"A00000159-V01";"62.7149417332052"
"A00000160-V01";"200.782912951891"
"A00000161-V01";"144.451864384014"
"A00000162-V01";"75.0832952474622"
"A00000163-V01";"71.292847761001"
"A00000163-V02";"120.933438633215"
"A00000163-V03";"13.0837681809701"
"A00000164-V01";"13.6226885801288"
"A00000164-V02";"27.1660238239422"
"A00000165-V01";"125.735006945554"
"A00000166-V01";"73.7224938965266"
"A00000167-V01";"61.0280727863252"
"A00000168-V01";"216.044238113617"
"A00000169-V01";"23.3293648551885"
"A00000170-V01";"59.3966609155942"
"A00000171-V01";"102.963374301958"
"A00000172-V01";"107.890446187965"
"A00000172-V02";"68.8354137385093"
"A00000173-V01";"174.082794341529"
"A00000174-V01";"324.008888581925"
"A00000175-V01";"184.391755744299"
"A00000176-V01";"124.387976287097"
"A00000177-V01";"172.587084660566"
"A00000178-V01";"35.0911331462657"
"A00000179-V01";"216.760344317707"
"A00000180-V01";"124.556985396598"
"A00000181-V01";"124.75008170068"
"A00000182-V01";"115.263161249309"
"A00000183-V01";"158.537184371008"
"A00000184-V01";"154.516599243599"
"A00000185-V01";"37.2418725640101"
"A00000186-V01";"10.8120060338997"
"A00000187-V01";"63.0796878574359"
"A00000188-V01";"55.122583133886"
"A00000189-V01";"207.252425274341"
"A00000190-V01";"115.745010653086"
"A00000191-V01";"128.641736649491"
"A00000192-V01";"143.435734356502"
"A00000193-V01";"23.4604793655232"
"A00000194-V01";"98.0481706466595"
"A00000195-V01";"220.048291825767"
"A00000196-V01";"135.162423085934"
"A00000197-V01";"26.2519392519603"
"A00000197-V02";"113.086640812669"
"A00000198-V01";"265.942545258016"
"A00000199-V01";"120.600411279191"
"A00000200-V01";"231.475386039423"
"A00000201-V01";"93.0819205900409"
"A00000202-V01";"128.561145470051"
"A00000203-V01";"135.791711239857"
"A00000204-V01";"88.4981099267874"
"A00000205-V01";"135.182416490984"
"A00000206-V01";"296.658500408131"
"A00000207-V01";"51.3789211907533"
"A00000208-V01";"61.0621278385131"
"A00000209-V01";"26.0048541904477"
"A00000210-V01";"186.388130013319"
"A00000211-V01";"131.040348525001"
"A00000212-V01";"54.1419077829543"
"A00000213-V01";"110.209398703693"
"A00000214-V01";"144.171026702353"
"A00000215-V01";"18.431893637151"
"A00000216-V01";"171.242983712303"
"A00000217-V01";"187.58447042463"
"A00000218-V01";"39.7103949758025"
"A00000218-V02";"19.0427054788348"
"A00000219-V01";"50.2907095388598"
"A00000220-V01";"212.03624911937"
"A00000221-V01";"188.951961856253"
"A00000222-V01";"16.9373308190207"
"A00000223-V01";"49.9361019502921"
"A00000224-V01";"132.201183595471"
"A00000224-V02";"45.2091326860251"
"A00000225-V01";"201.346671142741"
"A00000225-V02";"108.886865142443"
"A00000226-V01";"148.889422804764"
"A00000227-V01";"34.6332613758462"
"A00000228-V01";"101.880425937699"
"A00000228-V02";"24.4128580337703"
"A00000229-V01";"77.8105569008426"
"A00000230-V01";"122.205351773969"
"A00000231-V01";"84.878055509617"
"A00000232-V01";"24.3334267046251"
"A00000232-V02";"31.618123898502"
"A00000232-V03";"34.3097576337667"
"A00000232-V04";"88.1872424133998"
"A00000233-V01";"117.961854305398"
"A00000234-V01";"46.4134830566647"
"A00000235-V01";"124.104292867873"
"A00000236-V01";"14.8478902936463"
"A00000237-V01";"55.4682972428623"
"A00000238-V01";"11.8970165736604"
"A00000239-V01";"129.830768058826"
"A00000240-V01";"89.6085229039597"
"A00000241-V01";"407.127779589526"
"A00000242-V01";"70.8884093523525"
"A00000242-V02";"80.0110902083158"
"A00000243-V01";"64.1569744852273"
"A00000243-V02";"69.6186229192489"
"A00000244-V01";"103.995521997221"
"A00000245-V01";"9.60861181828029"
"A00000246-V01";"68.2929136470758"
"A00000247-V01";"46.7778944448229"
"A00000248-V01";"164.830947167868"
"A00000249-V01";"58.2085393163624"
"A00000249-V02";"136.285090792617"
"A00000250-V01";"40.2292851132045"
"A00000250-V02";"45.0001141870468"
"A00000251-V01";"81.0824208908108"
"A00000252-V01";"113.075292999311"
"A00000253-V01";"25.5077649162495"
"A00000254-V01";"222.71184691409"
"A00000255-V01";"120.326003116187"
"A00000256-V01";"14.4547420732756"
"A00000257-V01";"103.315487231678"
"A00000257-V02";"93.7058931325127"
"A00000258-V01";"152.80824700224"
"A00000259-V01";"39.2186296560359"
"A00000260-V01";"133.525390429879"
"A00000261-V01";"164.995209611339"
"A00000262-V01";"180.487230125328"
"A00000263-V01";"262.602408107256"
"A00000264-V01";"29.6738219909003"
"A00000265-V01";"260.787314442295"
"A00000266-V01";"98.3574477377584"
"A00000267-V01";"41.1430082066696"
"A00000268-V01";"97.2880290962597"
"A00000269-V01";"143.206598978248"
"A00000270-V01";"30.7748374560732"
"A00000271-V01";"409.565290685361"
"A00000272-V01";"133.573940305896"
"A00000273-V01";"54.9106132460502"
"A00000274-V01";"104.747547360964"
"A00000275-V01";"351.062959650895"
"A00000276-V01";"12.6576130091752"
"A00000277-V01";"60.8483918914286"
"A00000278-V01";"73.2286291551503"
"A00000279-V01";"210.375296774756"
"A00000280-V01";"164.262216067499"
"A00000280-V02";"27.7878978374812"
"A00000281-V01";"17.7795770339991"
"A00000282-V01";"114.270039418297"
"A00000283-V01";"71.7179239219083"
"A00000284-V01";"120.021253463001"
"A00000285-V01";"291.229611135843"
"A00000286-V01";"36.4175500493328"
"A00000287-V01";"25.9184493242026"
"A00000288-V01";"114.470634852927"
"A00000289-V01";"24.5043809933258"
"A00000289-V02";"26.6356462402393"
"A00000290-V01";"50.7488148923297"
"A00000291-V01";"238.684762171741"
"A00000292-V01";"87.4572292580336"
"A00000293-V01";"162.687638412592"
"A00000294-V01";"15.8900013194362"
"A00000295-V01";"113.337674306809"
"A00000296-V01";"153.166348369479"
"A00000297-V01";"163.769627992801"
"A00000298-V01";"126.618294290639"
"A00000299-V01";"145.861822659723"
"A00000299-V02";"192.400016763341"
"A00000300-V01";"262.241886214896"
"A00000301-V01";"49.191030176739"
"A00000302-V01";"253.567227235454"
"A00000303-V01";"97.4392025014764"
"A00000304-V01";"32.758758186909"
"A00000305-V01";"63.769303942506"
"A00000306-V01";"187.638066502797"
"A00000307-V01";"18.2238088059366"
"A00000308-V01";"69.0000725712137"
"A00000309-V01";"117.154002161969"
