"RMSE";"Rsquared";"Resample";"n_vars"
0,394838893715343;0,0126736592835965;"Fold1.Rep01";1
0,395893423039188;0,0113053391880211;"Fold2.Rep01";1
0,392668996288273;0,010252231329557;"Fold3.Rep01";1
0,399966579634508;0,0104102882931498;"Fold4.Rep01";1
0,392326498642335;0,0107652931571772;"Fold5.Rep01";1
0,39011991206232;0,011335146727865;"Fold1.Rep02";1
0,397740516539983;0,0117687736268982;"Fold2.Rep02";1
0,386573148446697;0,0111113482650749;"Fold3.Rep02";1
0,393680142560203;0,0103061045249948;"Fold4.Rep02";1
0,407332205527502;0,0108511293920173;"Fold5.Rep02";1
0,396012728054589;0,0123245559188935;"Fold1.Rep03";1
0,392114000950334;0,00961288601460375;"Fold2.Rep03";1
0,394803654315874;0,0113971162408561;"Fold3.Rep03";1
0,396081186853984;0,0119092559021465;"Fold4.Rep03";1
0,396704880014822;0,0102124814613836;"Fold5.Rep03";1
0,395051324239988;0,0115533336204718;"Fold1.Rep04";1
0,399903505911648;0,010482841428095;"Fold2.Rep04";1
0,390885879203398;0,0113772154904891;"Fold3.Rep04";1
0,3962270632189;0,0104848599231124;"Fold4.Rep04";1
0,393600806721909;0,0115008974184491;"Fold5.Rep04";1
0,392283577500017;0,0104944852721621;"Fold1.Rep05";1
0,398560688628565;0,0111129135506104;"Fold2.Rep05";1
0,399588002892576;0,0116877562705488;"Fold3.Rep05";1
0,396447240792195;0,0115235974896543;"Fold4.Rep05";1
0,388757019774291;0,0105523956149155;"Fold5.Rep05";1
0,390226060588725;0,0117563809967954;"Fold1.Rep06";1
0,393100381414646;0,0113409506417739;"Fold2.Rep06";1
0,397968386328274;0,00998763007552325;"Fold3.Rep06";1
0,40144409026964;0,0102898373753818;"Fold4.Rep06";1
0,392890233532006;0,0120666934385083;"Fold5.Rep06";1
0,388448587898879;0,0113071008996538;"Fold1.Rep07";1
0,398908721527817;0,0116536584379851;"Fold2.Rep07";1
0,401494055979081;0,0125238131022594;"Fold3.Rep07";1
0,384150460310739;0,00984012311364942;"Fold4.Rep07";1
0,402431507549033;0,010104597553997;"Fold5.Rep07";1
0,394557186184824;0,0129675532603873;"Fold1.Rep08";1
0,398884100745148;0,0099157941559811;"Fold2.Rep08";1
0,39152635876818;0,0113328641244937;"Fold3.Rep08";1
0,396375758653103;0,00995041505187498;"Fold4.Rep08";1
0,394349718892032;0,0113369404478947;"Fold5.Rep08";1
0,396178771404051;0,0102529088474856;"Fold1.Rep09";1
0,392205312643396;0,0113850989954783;"Fold2.Rep09";1
0,391275688189673;0,010236015903022;"Fold3.Rep09";1
0,390445745826942;0,0115866177489704;"Fold4.Rep09";1
0,405459013549624;0,011906439417388;"Fold5.Rep09";1
0,395061773477754;0,0102481876833434;"Fold1.Rep10";1
0,387979260577647;0,0127782667960615;"Fold2.Rep10";1
0,402546339602671;0,0102419157783988;"Fold3.Rep10";1
0,397418970182765;0,00994684716407779;"Fold4.Rep10";1
0,39258043196774;0,012324271601893;"Fold5.Rep10";1
0,388747143800224;0,0165765330994131;"Fold1.Rep01";2
0,391101869642445;0,011997336363264;"Fold2.Rep01";2
0,38996814236712;0,0127480173284988;"Fold3.Rep01";2
0,395854361318063;0,0138267396478638;"Fold4.Rep01";2
0,407280163359215;0,0131629753478959;"Fold5.Rep01";2
0,390455982177574;0,0106698273494322;"Fold1.Rep02";2
0,391006400394596;0,0142867040906621;"Fold2.Rep02";2
0,392347469227823;0,0131118445668213;"Fold3.Rep02";2
0,396519403300415;0,015323357223312;"Fold4.Rep02";2
0,402749219836053;0,0149061410200831;"Fold5.Rep02";2
0,399889284197603;0,0138728482463125;"Fold1.Rep03";2
0,398349632407352;0,0147222231515254;"Fold2.Rep03";2
0,391024346629966;0,0144501796858469;"Fold3.Rep03";2
0,397159577287148;0,0128885805790879;"Fold4.Rep03";2
0,386657077847315;0,0122914340320123;"Fold5.Rep03";2
0,389511337919468;0,0137662529685231;"Fold1.Rep04";2
0,387635916595052;0,0141294036222861;"Fold2.Rep04";2
0,395919151292664;0,012655386638039;"Fold3.Rep04";2
0,397526417178069;0,0153067091456792;"Fold4.Rep04";2
0,40241689863993;0,0123709189029748;"Fold5.Rep04";2
0,395301553736079;0,0119316242924754;"Fold1.Rep05";2
0,400973319147769;0,0136334140782865;"Fold2.Rep05";2
0,391754286837214;0,0125138680233723;"Fold3.Rep05";2
0,392095636126564;0,0157124143721489;"Fold4.Rep05";2
0,393016155285583;0,0143400551062849;"Fold5.Rep05";2
0,397838828177213;0,0131660717620047;"Fold1.Rep06";2
0,394354689083997;0,0135978475318979;"Fold2.Rep06";2
0,393796622837958;0,0131235176089736;"Fold3.Rep06";2
0,392208804411989;0,0135642067240018;"Fold4.Rep06";2
0,394960892876935;0,0146271412440192;"Fold5.Rep06";2
0,398654104829557;0,0125223891060705;"Fold1.Rep07";2
0,402969028480579;0,0150891281510498;"Fold2.Rep07";2
0,391116030487305;0,0137273829181286;"Fold3.Rep07";2
0,389410959217078;0,0138224331339633;"Fold4.Rep07";2
0,390923844904782;0,0128305563467093;"Fold5.Rep07";2
0,396186884503838;0,0137968085640103;"Fold1.Rep08";2
0,394026166378591;0,0147392267417558;"Fold2.Rep08";2
0,398871975343497;0,0116606692318847;"Fold3.Rep08";2
0,395432881583775;0,0130234379764891;"Fold4.Rep08";2
0,388600462315236;0,01504618013634;"Fold5.Rep08";2
0,389671930584777;0,0159448232175787;"Fold1.Rep09";2
0,393108256049005;0,0133095286724063;"Fold2.Rep09";2
0,398811870947954;0,0142690867857077;"Fold3.Rep09";2
0,391871094221413;0,0109841198362623;"Fold4.Rep09";2
0,39963842647461;0,013922076548403;"Fold5.Rep09";2
0,39576690748833;0,0145528877015953;"Fold1.Rep10";2
0,391365454101261;0,0128325374590281;"Fold2.Rep10";2
0,389561830227215;0,0125956629179811;"Fold3.Rep10";2
0,393741661501454;0,0148596344234789;"Fold4.Rep10";2
0,402615029977474;0,0133395440415005;"Fold5.Rep10";2
0,387675201422191;0,0163430143577313;"Fold1.Rep01";3
0,39651666971904;0,01559181083751;"Fold2.Rep01";3
0,397475588629037;0,0170637727347346;"Fold3.Rep01";3
0,393163028485008;0,0140533561293134;"Fold4.Rep01";3
0,396618426527842;0,0134838031891739;"Fold5.Rep01";3
0,392454615892568;0,0155793002115609;"Fold1.Rep02";3
0,397733825902592;0,0144583696299063;"Fold2.Rep02";3
0,398119628892759;0,0152416372119501;"Fold3.Rep02";3
0,391521225244872;0,014394845979872;"Fold4.Rep02";3
0,391655446303562;0,0166501022046555;"Fold5.Rep02";3
0,388177324800498;0,0165938773737687;"Fold1.Rep03";3
0,39797549453316;0,0144227695069701;"Fold2.Rep03";3
0,388537452442254;0,0167913763010934;"Fold3.Rep03";3
0,401864251134825;0,0126192651121788;"Fold4.Rep03";3
0,39483605916683;0,0160581585542241;"Fold5.Rep03";3
0,39024074925623;0,0149281012644182;"Fold1.Rep04";3
0,39487844239174;0,0159458754282152;"Fold2.Rep04";3
0,396207417508847;0,0150969156986993;"Fold3.Rep04";3
0,395277038913021;0,0141773526419171;"Fold4.Rep04";3
0,394899001469805;0,0161922289476766;"Fold5.Rep04";3
0,39532182459713;0,0160211325229862;"Fold1.Rep05";3
0,39034222085353;0,014696530373812;"Fold2.Rep05";3
0,394511950129068;0,0150795757154358;"Fold3.Rep05";3
0,394731351604817;0,0147124141190497;"Fold4.Rep05";3
0,39663552531841;0,0156293038554656;"Fold5.Rep05";3
0,4003842961934;0,01418693476767;"Fold1.Rep06";3
0,389626597565397;0,0147528803632165;"Fold2.Rep06";3
